PRODUTC,VALUE,DATETIME,CELL_ON_SITE,DW_A_NUMBER_INT,DW_B_NUMBER_INT,COUNTRY_A,COUNTRY_B,CELL_ID,SITE_ID
sms,0,33:07.0,0,609b59b5518d848,93343ba6e41af95,19e2e,19e2e,0DeimCpZOc,0DeimCpZOc
sms,0,33:11.0,0,15a781e8861a7b3,46d25106c03d3a3,19e2e,19e2e,2LuHm8D2MC,2LuHm8D2MC
sms,0,33:11.0,0,76a56f8e5c3e250,2b1a64d8e717c5b,19e2e,19e2e,D0cnAd6cFq,D0cnAd6cFq
sms,0,33:15.0,0,248ed31b907881d,aaaf0e4bdec7311,19e2e,19e2e,/vLAMOS+Qm,/vLAMOS+Qm
sms,0,33:15.0,0,25b59542c02bff1,aaaf0e4bdec7311,19e2e,19e2e,DHEcK/rXKz,DHEcK/rXKz
sms,0,33:19.0,0,9b238614f7da2d2,3b187c6898a075d,19e2e,19e2e,88A1uJBVDS,88A1uJBVDS
Voice,27,33:41.0,0,87216becfbd49c6,a9d4ea7d7bb6b8b,19e2e,19e2e,CCN33/H+Pj,CCN33/H+Pj
sms,0,33:41.0,1,5df4ab4f3e6ae1a,a76a44d59c1323b,19e2e,19e2e,Ewt6ZQbMkN,Ewt6ZQbMkN
sms,0,33:50.0,0,b3d6aa2ef1a8eb4,93343ba6e41af95,19e2e,19e2e,DGnln+AcV1,DGnln+AcV1
sms,25,33:54.0,0,527769106fa3026,d9aff2f945db86c,19e2e,19e2e,6wx/uwX8LG,6wx/uwX8LG
Voice,24,34:03.0,3,c2a79bdda50bd8c,ab68406164874f2,19e2e,19e2e,3UXdSkM8V3,3UXdSkM8V3
Voice,13,34:03.0,3,405af016f4fc8c0,a9ff96d5fb95984,19e2e,19e2e,FG46Yi8HNx,FG46Yi8HNx
Voice,0,34:15.0,1,a6e60cfbd6fceca,5e570641acd59a1,19e2e,19e2e,7lzv+ATCVV,7lzv+ATCVV
Voice,30,34:19.0,3,7d2fcd5368c3e24,efaed89210a484b,19e2e,19e2e,5RMks2Nhbt,5RMks2Nhbt
sms,0,34:19.0,2,e15c530ba0b8d9e,9d556eb3cda6e11,19e2e,19e2e,5afrS6KEkg,5afrS6KEkg
Voice,0,34:20.0,0,74fc72fc40e77c7,f6772515c2a5a11,19e2e,19e2e,84GaTlSvVd,84GaTlSvVd
sms,0,34:23.0,1,d55724c78c01dd6,93343ba6e41af95,19e2e,19e2e,94RlkdIJPc,94RlkdIJPc
sms,0,34:24.0,2,10624af8c51ae5e,e09e736e46c5c3d,19e2e,19e2e,#NAME?,#NAME?
Voice,64,34:29.0,2,081f61aa47c4fc3,b4b0ba775f9e598,19e2e,19e2e,6KGV6b77hq,6KGV6b77hq
Voice,0,34:36.0,0,052c780bd268d94,82e6bad4602b940,19e2e,19e2e,EwvfMr0XQg,EwvfMr0XQg
sms,0,34:43.0,2,c45788cf9412a2e,a7aebe0c2e3f2c6,19e2e,19e2e,/lW1z7T9L8,/lW1z7T9L8
Voice,4,34:47.0,1,91a95be7b90d1b8,223d665cd1b3ed0,19e2e,19e2e,C5aZKGt6gS,C5aZKGt6gS
Voice,128,34:48.0,0,849b8e6b7ea486a,c07b5ed429dd944,19e2e,19e2e,3IoIGy1+o8,3IoIGy1+o8
data,0,34:54.0,_,429579f183aef12,5a4dc9e82deb309,19e2e,OTHER,APiQpdSSjJ,APiQpdSSjJ
data,0,35:01.0,_,e8e2e3aca11dbe9,5a4dc9e82deb309,19e2e,OTHER,A4qKbVuQeJ,A4qKbVuQeJ
sms,0,35:01.0,1,6fe9ca6383e8b52,93343ba6e41af95,19e2e,19e2e,D0cnAd6cFq,D0cnAd6cFq
sms,0,35:07.0,0,40083577d03bfc4,7af76c2046e02f3,19e2e,OTHER,5bFHC1hRn8,5bFHC1hRn8
data,0,35:09.0,_,26bcd392164f267,5a4dc9e82deb309,19e2e,OTHER,FSTkdCgmAC,FSTkdCgmAC
sms,25,35:11.0,5,b03d174273ab1d0,f3c6097874d8809,19e2e,19e2e,54Pb8dz/52,54Pb8dz/52
data,0,35:21.0,_,f6b88fec6d1514f,5a4dc9e82deb309,19e2e,OTHER,GAYGchkEBn,GAYGchkEBn
Voice,64,35:25.0,2,9ddad11f92b0565,74ca42df31edffb,19e2e,19e2e,#NAME?,#NAME?
Voice,0,35:32.0,2,4b98f8bf7c15156,dc89b34a4e0ebe5,19e2e,19e2e,A8DVFRC4Ga,A8DVFRC4Ga
Voice,34,35:34.0,2,f3b19771a3b118c,5f2b3ae780a05d0,19e2e,19e2e,32deIlH9L6,32deIlH9L6
Voice,19,35:41.0,2,dd323744aaa1aa7,9c06f7d5289fe70,19e2e,19e2e,7vwqp+zGUZ,7vwqp+zGUZ
Voice,0,35:43.0,2,aa9726257b5d7f0,01d369502d1152c,19e2e,19e2e,BpeMWVWM1z,BpeMWVWM1z
Voice,0,35:52.0,1,43d1b43eedbf6cb,94b91dca0868ec5,19e2e,19e2e,A7EpsaGbRr,A7EpsaGbRr
Voice,46,35:54.0,0,218bb28e910622c,1.31948E+13,19e2e,19e2e,Bc6AeplXk+,Bc6AeplXk+
Voice,8,35:55.0,1,128e12c56be3c8a,3a0f29f81c90dd7,19e2e,19e2e,4Qx5kxOMvS,4Qx5kxOMvS
sms,0,36:09.0,3,f0e323d29acde26,22bdf66c9f87a99,19e2e,19e2e,8lrPAakdPZ,8lrPAakdPZ
Voice,0,36:09.0,2,08b065b686b38a9,41547e25bd48d61,19e2e,19e2e,C+CB2i8BnW,C+CB2i8BnW
Voice,0,36:15.0,0,678945e4839454c,1a49f8b0ded9de6,19e2e,19e2e,DJ9GKi9/72,DJ9GKi9/72
Voice,0,36:16.0,1,bf651ac07a6cc18,c1afdf3be03e40b,19e2e,19e2e,/lW1z7T9L8,/lW1z7T9L8
Voice,42,36:17.0,2,ccd03d1d202e7c7,21df78da98979c2,19e2e,19e2e,/lW1z7T9L8,/lW1z7T9L8
sms,0,36:18.0,1,d657b37abd2d62c,e09e736e46c5c3d,19e2e,19e2e,4R4MmPUDw/,4R4MmPUDw/
Voice,0,36:19.0,1,04da918554144f9,417ee9ada27ec40,19e2e,19e2e,C7KGmBdYL5,C7KGmBdYL5
Voice,0,36:25.0,2,abb3ee369412701,55ad144fa74fddc,19e2e,19e2e,5w04RNltpC,5w04RNltpC
sms,50,36:27.0,1,cdc35d9dd494815,73640c8d6ea98cb,19e2e,19e2e,BBaYVXRKMU,BBaYVXRKMU
Voice,54,36:31.0,5,34d775bc3271a91,c376a61300f6c91,19e2e,19e2e,EpCRhkGWMS,EpCRhkGWMS
sms,50,36:32.0,0,b974f5b06d70095,e539e17615ed30e,19e2e,19e2e,EkHJkbjHNb,EkHJkbjHNb
data,0,36:33.0,_,4361335ecf93a47,5a4dc9e82deb309,19e2e,OTHER,3K9ACMNajP,3K9ACMNajP
data,0,36:42.0,_,134e9ee0550ad94,5a4dc9e82deb309,19e2e,OTHER,7ECXh+RvQZ,7ECXh+RvQZ
sms,0,36:54.0,4,bceafb96437fbab,db5db770c6da286,19e2e,19e2e,A5BT2LofZO,A5BT2LofZO
data,0,37:04.0,_,52e572cef162307,5a4dc9e82deb309,19e2e,OTHER,C8grE5ZbNp,C8grE5ZbNp
sms,0,37:09.0,2,a3151b277b999f7,dd51d0114f0095f,19e2e,19e2e,4nNEPWLuOF,4nNEPWLuOF
Voice,24,37:11.0,2,f416d64c071963a,8c677484e6b54ad,19e2e,19e2e,EMsQRdlHZ8,EMsQRdlHZ8
data,0,37:12.0,_,ab9a3b5d903da39,5a4dc9e82deb309,19e2e,OTHER,6hDV1hwf/K,6hDV1hwf/K
Voice,22,37:17.0,0,c41ae5643cf2118,574b86a4d5727f9,19e2e,19e2e,2jd/9pF2su,2jd/9pF2su
sms,0,37:20.0,0,767336a85a4a1f9,d9ba9623f881989,19e2e,19e2e,#NAME?,#NAME?
Voice,35,37:20.0,0,23ed712f9a0e0e8,dbe3bc82f12832e,19e2e,19e2e,5pIl0RaDmd,5pIl0RaDmd
sms,25,37:22.0,2,55cd8f02e75c87e,c72f67af05da22c,19e2e,19e2e,5fYMdwNUtL,5fYMdwNUtL
Voice,0,37:24.0,2,56767a42f0df93a,587e472f8a01e86,19e2e,19e2e,AeMTQ9ZejC,AeMTQ9ZejC
Voice,60,37:25.0,2,6a6319e1726e048,5150353aeaefe0e,19e2e,19e2e,0K+IDi1yjl,0K+IDi1yjl
sms,0,37:26.0,1,cddbb91bb4734b3,aaaf0e4bdec7311,19e2e,19e2e,EnUrwdcA2g,EnUrwdcA2g
sms,0,37:27.0,0,60f8da833d34c7e,2691aeebcea2eef,19e2e,19e2e,6/1Gti3zBg,6/1Gti3zBg
Voice,0,37:35.0,1,f50ed3f80c70ec2,590da55d4d29c7e,19e2e,19e2e,1FvEkI2KCW,1FvEkI2KCW
sms,0,37:43.0,1,4e49073a756df8c,e09e736e46c5c3d,19e2e,19e2e,#NAME?,#NAME?
data,0,37:46.0,_,a083e320f6df1a0,5a4dc9e82deb309,19e2e,OTHER,FiSHrmEwXi,FiSHrmEwXi
Voice,0,37:47.0,0,bf5cf27cb7c81d9,76d892ff404239b,19e2e,19e2e,2GgIN622rt,2GgIN622rt
Voice,0,37:47.0,3,a6968da71e07aa4,9908ad5314ab92d,19e2e,19e2e,6sY4KEpEo1,6sY4KEpEo1
Voice,0,37:47.0,4,0fff460f31d70ff,643e4e516e312cf,19e2e,19e2e,A4qKbVuQeJ,A4qKbVuQeJ
sms,0,37:47.0,4,0be90d5a2d13520,0695c674f305dd2,19e2e,19e2e,CCN33/H+Pj,CCN33/H+Pj
data,0,37:47.0,_,f719bae7ea06ffc,5a4dc9e82deb309,19e2e,OTHER,HYO2XTepLJ,HYO2XTepLJ
Voice,3,37:54.0,1,f9c1de4979ca2ed,ff1ab1d76dacf3b,19e2e,19e2e,DeMusXiSy8,DeMusXiSy8
sms,0,38:06.0,1,05f6a7019819d59,7401d1516d8a63c,19e2e,19e2e,GBxcFm9Hqd,GBxcFm9Hqd
Voice,76,38:08.0,2,ff32c921a9ce2b4,eb19db08307b167,19e2e,19e2e,5afrS6KEkg,5afrS6KEkg
sms,0,38:10.0,0,9ac23e12a249c9c,7af76c2046e02f3,19e2e,OTHER,EMsQRdlHZ8,EMsQRdlHZ8
sms,0,38:11.0,0,ff150fba64f2eff,aaaf0e4bdec7311,19e2e,19e2e,CpDSYgzXfq,CpDSYgzXfq
sms,0,38:26.0,0,28c6117ae01652d,e09e736e46c5c3d,19e2e,19e2e,176sGHv7Ym,176sGHv7Ym
Voice,0,38:27.0,0,07e3723ec77aa83,df7230ec9b8970e,19e2e,19e2e,4eA1+4uyTK,4eA1+4uyTK
sms,0,38:28.0,0,03d22d572649b13,6ba0a68e602bee9,19e2e,19e2e,13HRN5dKgY,13HRN5dKgY
data,0,38:28.0,_,df5b9930f47b337,5a4dc9e82deb309,19e2e,OTHER,EwvfMr0XQg,EwvfMr0XQg
data,0,38:31.0,_,2a9749c46bf669a,5a4dc9e82deb309,19e2e,OTHER,3/2ZhYCSrj,3/2ZhYCSrj
Voice,11,38:32.0,2,b3f0ca92895e6df,0aed390232661d0,19e2e,19e2e,CJYUVKPKNJ,CJYUVKPKNJ
Voice,0,38:38.0,3,a000e2312fb3fb9,0f7711734316db9,19e2e,19e2e,5afrS6KEkg,5afrS6KEkg
Voice,18,38:38.0,3,4ee5ba38e1a52d7,c1dbf599c830b4c,19e2e,19e2e,906q8kzUoO,906q8kzUoO
sms,50,38:40.0,1,4b226b00f59d3f2,c68b8fc6e0641bf,19e2e,19e2e,HGUH560fk3,HGUH560fk3
data,0,38:40.0,_,77c6999ceaf85e9,5a4dc9e82deb309,19e2e,OTHER,HTigrrdKrX,HTigrrdKrX
data,0,38:44.0,_,9ac1173370da3c1,5a4dc9e82deb309,19e2e,OTHER,1e6np3yqFN,1e6np3yqFN
sms,0,38:48.0,2,123bb863f6ee355,9b74de2f07807bd,19e2e,19e2e,3u865XIo6c,3u865XIo6c
data,0,38:51.0,_,cc6c55e366e35b0,5a4dc9e82deb309,19e2e,OTHER,6Fgm6GpOdb,6Fgm6GpOdb
Voice,43,38:57.0,1,f106ca55f4a7d4d,34507ddb3a7afb6,19e2e,19e2e,DGnln+AcV1,DGnln+AcV1
Voice,20,38:57.0,2,59417c4d80cb322,aef532424e1b9b0,19e2e,19e2e,HnZcTw5+Go,HnZcTw5+Go
data,0,39:05.0,_,25525500f0e54f4,5a4dc9e82deb309,19e2e,OTHER,2Sal9YobRK,2Sal9YobRK
sms,0,39:07.0,2,5a50a8c9ecfa433,e09c7529b107a81,19e2e,19e2e,6VdiXi8N6t,6VdiXi8N6t
sms,0,39:08.0,1,42231423bf32946,aaaf0e4bdec7311,19e2e,19e2e,Eh5MKGYO02,Eh5MKGYO02
data,0,39:09.0,_,5d66a7b996bd126,5a4dc9e82deb309,19e2e,OTHER,/eeMklgyJA,/eeMklgyJA
sms,0,39:13.0,2,bcdc609818c7a85,aaaf0e4bdec7311,19e2e,19e2e,Co2R4AZ8Ux,Co2R4AZ8Ux
sms,0,39:14.0,1,14ed52799695884,b5750e30ffd6b86,19e2e,19e2e,0cHtVBdVFk,0cHtVBdVFk
sms,0,39:25.0,0,9ac23e12a249c9c,7af76c2046e02f3,19e2e,OTHER,AjxdW/0Nf4,AjxdW/0Nf4
sms,0,39:27.0,2,a4d5404931e722d,aaaf0e4bdec7311,19e2e,19e2e,AjxdW/0Nf4,AjxdW/0Nf4
data,0,39:32.0,_,62f6072b82938ac,5a4dc9e82deb309,19e2e,OTHER,APmYLwtmu5,APmYLwtmu5
sms,0,39:33.0,3,a1f29bc719e68e6,7af76c2046e02f3,19e2e,OTHER,0cHtVBdVFk,0cHtVBdVFk
Voice,66,39:35.0,4,571d47f9a416c27,3d149ec00eb91df,19e2e,19e2e,CZn1sFJ1kx,CZn1sFJ1kx
sms,100,39:44.0,0,9e38b71f84df920,a167135c140a545,19e2e,OTHER,+854AcBQT2,+854AcBQT2
sms,0,39:47.0,4,954164af547410f,e4d6f1d06714f5b,19e2e,19e2e,A13t/dPIcF,A13t/dPIcF
sms,0,39:48.0,1,f64ceb51ee6194d,93343ba6e41af95,19e2e,19e2e,IcWigx4C+m,IcWigx4C+m
sms,0,39:52.0,2,78e27e7918aa479,78e27e7918aa479,19e2e,19e2e,DXIwlcuBaK,DXIwlcuBaK
sms,0,39:53.0,0,51428093b93c7df,e09e736e46c5c3d,19e2e,19e2e,0nabagle1r,0nabagle1r
sms,0,39:56.0,0,11d17919d9584fc,bb1fd68c7a4c866,19e2e,19e2e,FLtt+9eiRQ,FLtt+9eiRQ
sms,0,40:02.0,3,83a96b0333bba1c,b3f216ab657313e,19e2e,19e2e,BBaYVXRKMU,BBaYVXRKMU
data,0,40:03.0,_,9b76afeb5cb160f,5a4dc9e82deb309,19e2e,OTHER,GNYlkeuVhL,GNYlkeuVhL
sms,0,40:08.0,0,b64f4d26fba63df,f6b411c8d395612,19e2e,19e2e,C8grE5ZbNp,C8grE5ZbNp
sms,0,40:11.0,1,660bb47700c589b,53119fb72945c9f,19e2e,19e2e,#NAME?,#NAME?
Voice,22,40:20.0,1,594e6d127661e63,70df2d54e5daece,19e2e,19e2e,GJ0eBMjD8n,GJ0eBMjD8n
Voice,17,40:25.0,1,fd0e1b00be68d1a,b062c789b9026cd,19e2e,19e2e,2ygIBia4Re,2ygIBia4Re
Voice,0,40:28.0,1,d26d61cb8ba33a6,8e062f89abd230e,19e2e,19e2e,BRUzs6SQra,BRUzs6SQra
Voice,60,40:32.0,1,1d43cc1f18ee535,c21804adbe9d80c,19e2e,19e2e,CUHgucWY5a,CUHgucWY5a
sms,25,40:33.0,2,2902d72ac25bfcd,22a81c8755bac26,19e2e,19e2e,A13t/dPIcF,A13t/dPIcF
sms,0,40:34.0,1,cfd3d4dbc810034,93343ba6e41af95,19e2e,19e2e,Fxv+GI3K6t,Fxv+GI3K6t
Voice,0,40:35.0,2,995b5f938cbacc9,3022a093a8fa8d3,19e2e,19e2e,5N6qCbLgiM,5N6qCbLgiM
Voice,0,40:43.0,4,b399f48eb595fee,4d0cac03c4e90b5,19e2e,19e2e,3T/wsniMlZ,3T/wsniMlZ
Voice,66,40:47.0,1,979381380acfed2,a6abdbb7d5eb5e5,19e2e,19e2e,FSTkdCgmAC,FSTkdCgmAC
sms,0,40:48.0,2,4cbd182a22597a7,810b6d559a604d4,19e2e,19e2e,/TJNe+Mmtu,/TJNe+Mmtu
data,0,40:49.0,_,f5534891dd1ab5c,5a4dc9e82deb309,19e2e,OTHER,AvaRdAtM05,AvaRdAtM05
Voice,83,40:49.0,0,f0d58cbf2fb758c,fbd9a1677505fe2,19e2e,19e2e,JIT9Drf2/Z,JIT9Drf2/Z
sms,25,40:52.0,2,e1ff5bacd9f95f6,e42b383e2cac559,19e2e,19e2e,32deIlH9L6,32deIlH9L6
sms,25,40:54.0,5,b03d174273ab1d0,f3c6097874d8809,19e2e,19e2e,889VPNrppJ,889VPNrppJ
sms,25,40:56.0,2,12409fe4341f484,b9a6281f7236e71,19e2e,19e2e,JI3k8Ri2JG,JI3k8Ri2JG
Voice,10,41:03.0,5,4389b13c8391da8,51d46faa07f0803,19e2e,19e2e,ETS5upSJ97,ETS5upSJ97
data,0,41:04.0,_,e67e6cd009bae27,5a4dc9e82deb309,19e2e,OTHER,CKHNgn/WlC,CKHNgn/WlC
Voice,57,41:08.0,3,ac688e07407e7e9,d71285c468add52,19e2e,19e2e,54Pb8dz/52,54Pb8dz/52
Voice,0,41:26.0,4,66453cb54ea2bad,9e8f83853f40a4f,19e2e,19e2e,CrMNjvSdA1,CrMNjvSdA1
sms,0,41:26.0,4,51ba58cbbd86f46,93343ba6e41af95,19e2e,19e2e,GQJqAknnaU,GQJqAknnaU
sms,0,41:36.0,4,954164af547410f,edebf402646997d,19e2e,19e2e,6m99mfvFpw,6m99mfvFpw
sms,25,41:51.0,2,86aa16ea9186581,ef59b948aa1792a,19e2e,19e2e,FDcS1VE6Ua,FDcS1VE6Ua
Voice,0,41:52.0,1,2c6eb0a6f2e9076,84a69bad5d5a891,19e2e,19e2e,FB5DvKuz6u,FB5DvKuz6u
sms,0,42:00.0,0,8ed326ae7cae3bf,b6c13bf9c634e37,19e2e,19e2e,GrhhfTDR3V,GrhhfTDR3V
data,205,42:09.0,_,b3c0560eac1f948,5a4dc9e82deb309,19e2e,OTHER,93mO70RgHR,93mO70RgHR
Voice,0,42:13.0,2,cd0840c530340f8,073c7e8c4da965c,19e2e,19e2e,C+CB2i8BnW,C+CB2i8BnW
data,0,42:16.0,_,ea40e3e0f637cf5,5a4dc9e82deb309,19e2e,OTHER,Dp/dYhFZIq,Dp/dYhFZIq
sms,25,42:17.0,1,6e17ab7b7fe46d8,9952eb3909e21cc,19e2e,19e2e,GrhhfTDR3V,GrhhfTDR3V
sms,0,42:22.0,0,f44e70474433cf3,26d925914a6f1ac,19e2e,19e2e,4H/1KJoHPN,4H/1KJoHPN
Voice,11,42:31.0,1,9d480b76d0ae890,af5f9eb525e30a4,19e2e,19e2e,0nabagle1r,0nabagle1r
Voice,0,42:33.0,1,c3ce3d1386801ae,efec1a7a3a16c6d,19e2e,19e2e,AmEVnt2t2G,AmEVnt2t2G
sms,0,42:38.0,1,c8ef3e0e12f35ac,aaaf0e4bdec7311,19e2e,19e2e,5N6qCbLgiM,5N6qCbLgiM
Voice,31,42:43.0,5,c9afa1040955465,2e7c67e5e34c75c,19e2e,19e2e,AjxdW/0Nf4,AjxdW/0Nf4
sms,0,42:48.0,1,2b36857084721ca,93343ba6e41af95,19e2e,19e2e,6hDV1hwf/K,6hDV1hwf/K
Voice,30,42:53.0,2,4330de06f42ed2d,b057b39b444fc6a,19e2e,19e2e,KcfwOao4pq,KcfwOao4pq
Voice,32,42:56.0,0,d5ae8c672e5a754,50182b2fe33234c,19e2e,19e2e,J6P8YyxbdT,J6P8YyxbdT
sms,50,43:04.0,1,762ad0b701d5a1b,b70328133f3c30a,19e2e,19e2e,CrMNjvSdA1,CrMNjvSdA1
Voice,72,43:20.0,1,158f5e326928459,fd1ae62fdb5ec52,19e2e,19e2e,C5aZKGt6gS,C5aZKGt6gS
sms,0,43:20.0,1,025f6e6ee1c781b,76901ea084e09d3,19e2e,19e2e,GJ0eBMjD8n,GJ0eBMjD8n
sms,0,43:24.0,2,c53ef75fc6cf038,93343ba6e41af95,19e2e,19e2e,DGnln+AcV1,DGnln+AcV1
Voice,13,43:30.0,1,148757353f2eb6f,33989f2647111bf,19e2e,19e2e,1FvEkI2KCW,1FvEkI2KCW
sms,25,43:31.0,2,f841db8f7090526,69851d002f939f0,19e2e,19e2e,GGc5pzk3Mp,GGc5pzk3Mp
sms,0,43:37.0,2,c89e7946bd3b077,37a27620acb434a,19e2e,19e2e,C+CB2i8BnW,C+CB2i8BnW
Voice,0,43:41.0,2,55a0f257a916f44,d9bc698a3c9f90e,19e2e,19e2e,Dfd91f9f2t,Dfd91f9f2t
sms,0,43:41.0,0,800d4fda045bd41,0707dfa952e0fcb,19e2e,19e2e,KTJ9iGuUT8,KTJ9iGuUT8
sms,0,43:48.0,1,c493645ca23bb93,aaaf0e4bdec7311,19e2e,19e2e,4oRa9YwYR4,4oRa9YwYR4
data,0,43:54.0,_,ba05ed7403c467f,5a4dc9e82deb309,19e2e,OTHER,JUrLYop+bQ,JUrLYop+bQ
sms,0,43:54.0,0,473bff093a3565e,aaaf0e4bdec7311,19e2e,19e2e,KqpzJGRQbF,KqpzJGRQbF
data,0,44:00.0,_,97ce104323565da,5a4dc9e82deb309,19e2e,OTHER,64Z7+ykhsT,64Z7+ykhsT
Voice,32,44:01.0,1,c6ed6eea6970c9d,cde5597309abebb,19e2e,19e2e,GzHTfUlPx4,GzHTfUlPx4
Voice,447,44:03.0,3,6fc7e9f91a71286,2ad4c3a36ebe57c,19e2e,19e2e,FDcS1VE6Ua,FDcS1VE6Ua
sms,0,44:11.0,1,4e49073a756df8c,e09e736e46c5c3d,19e2e,19e2e,6wAT3Dufmo,6wAT3Dufmo
data,0,44:17.0,_,bb81497c3a8659c,5a4dc9e82deb309,19e2e,OTHER,6KGV6b77hq,6KGV6b77hq
sms,0,44:18.0,0,129939cf9eee245,aaaf0e4bdec7311,19e2e,19e2e,GIV2dmc9lo,GIV2dmc9lo
sms,25,44:22.0,1,d2fec199a698a26,c0f01a12bee226b,19e2e,19e2e,KUkWE6WX0x,KUkWE6WX0x
data,0,44:34.0,_,997fab904ca83cc,5a4dc9e82deb309,19e2e,OTHER,HTigrrdKrX,HTigrrdKrX
data,0,44:36.0,_,f16d06b97e06661,5a4dc9e82deb309,19e2e,OTHER,LfzZVh+YOT,LfzZVh+YOT
sms,0,44:42.0,2,abb7f14bf7bea5c,8147778a08ca8a5,19e2e,19e2e,AJ5dgXjb+X,AJ5dgXjb+X
sms,0,44:43.0,1,6d10227297efcb9,7af76c2046e02f3,19e2e,OTHER,3zwc9ry2i5,3zwc9ry2i5
sms,0,44:46.0,2,5b17fadcd6de6ca,1c91e859d314372,19e2e,19e2e,2jd/9pF2su,2jd/9pF2su
Voice,0,44:49.0,3,46d55064af936ef,19e68e80103885e,19e2e,19e2e,IcWigx4C+m,IcWigx4C+m
sms,0,44:52.0,1,a36a267884642c1,93343ba6e41af95,19e2e,19e2e,JW0oVGC/QJ,JW0oVGC/QJ
Voice,16,44:53.0,5,71ecab236e2a50a,9bb92555857c0f9,19e2e,OTHER,+854AcBQT2,+854AcBQT2
Voice,20,45:09.0,5,b3ea8260744f5f1,c06e4ec76570d65,19e2e,19e2e,GOpDu8xA/4,GOpDu8xA/4
sms,0,45:18.0,2,b432fb5841612a7,787f8155bf4eba0,19e2e,19e2e,KqpzJGRQbF,KqpzJGRQbF
data,0,45:22.0,_,9a3d8fd275dc660,5a4dc9e82deb309,19e2e,OTHER,3cVu6QQcZ6,3cVu6QQcZ6
Voice,0,45:26.0,4,8f3d9690cceba92,29b1165a6b38157,19e2e,19e2e,7vwqp+zGUZ,7vwqp+zGUZ
sms,0,45:30.0,2,abd0a4b8d955d7e,1cdb2604bfaf8b7,19e2e,19e2e,JkaoT7pHrk,JkaoT7pHrk
sms,0,45:31.0,2,fa31e41d0df057e,cd23b552e87e906,19e2e,19e2e,40+2aJ4uAc,40+2aJ4uAc
sms,0,45:31.0,1,27cb5294b88aa24,ba6c728f4e288a1,19e2e,19e2e,MQDCR2VlNt,MQDCR2VlNt
Voice,128,45:32.0,0,59f0c23731cf8f6,2006f84b3f0b09c,19e2e,19e2e,EwsD2npEpd,EwsD2npEpd
Voice,0,45:32.0,0,9c93826ef02b279,efe453896b14256,19e2e,19e2e,KTJ9iGuUT8,KTJ9iGuUT8
Voice,12,45:34.0,3,4358478cdd07b09,1f02c040e931b17,19e2e,19e2e,G3qxhMWe+z,G3qxhMWe+z
sms,0,45:38.0,1,80aea7462ad6117,9b9d3b0ebac02c2,19e2e,19e2e,EnUrwdcA2g,EnUrwdcA2g
sms,0,45:51.0,1,9c1a4c31705875b,9c6823d5f90a93a,19e2e,19e2e,7ECXh+RvQZ,7ECXh+RvQZ
Voice,3,45:51.0,1,67ed4748cfc9e1a,1170161edbda913,19e2e,19e2e,F/Q4Nc9SI1,F/Q4Nc9SI1
sms,0,45:52.0,1,d61671c9104a87e,17a7775494efd1d,19e2e,19e2e,G5D1iXK64a,G5D1iXK64a
Voice,0,45:57.0,1,6cd9dde81587a7e,55c1791ce756e20,19e2e,19e2e,AuTtth5E9P,AuTtth5E9P
Voice,0,45:59.0,3,bf2eb146f6e9ab2,19e68e80103885e,19e2e,19e2e,301gn/BrU5,301gn/BrU5
sms,0,46:04.0,2,4dbba2b2833e32b,3d112f3ce1c3d71,19e2e,19e2e,#NAME?,#NAME?
data,0,46:04.0,_,384dd571563a052,5a4dc9e82deb309,19e2e,OTHER,CrMNjvSdA1,CrMNjvSdA1
Voice,0,46:05.0,1,1cb15689364a812,f4655ac0348eb4f,19e2e,19e2e,#NAME?,#NAME?
Voice,18,46:09.0,1,a7390f549d4b37b,b3beda7d2c2a6bb,19e2e,19e2e,6KGV6b77hq,6KGV6b77hq
Voice,32,46:10.0,0,b5483b6a9374a56,99b996f71bda790,19e2e,19e2e,APmYLwtmu5,APmYLwtmu5
Voice,0,46:13.0,2,ffdc975cdc07e60,9283bf39b21e22f,19e2e,19e2e,BMA5DkwF03,BMA5DkwF03
sms,0,46:14.0,1,6805049b46f71e3,012141cf52a7ffe,19e2e,19e2e,0mXwALOFFi,0mXwALOFFi
Voice,0,46:21.0,2,5d92e097a73aeb1,df102f04bffd08f,19e2e,19e2e,Iaj1dYxNvy,Iaj1dYxNvy
sms,0,46:22.0,1,396c24b11c59eca,93343ba6e41af95,19e2e,19e2e,JwyI40HRU1,JwyI40HRU1
Voice,0,46:25.0,1,8225908cd5e69a4,f6d10b8a4b38870,19e2e,19e2e,7lzv+ATCVV,7lzv+ATCVV
data,0,46:28.0,_,e3622779d22f637,5a4dc9e82deb309,19e2e,OTHER,3jZNkFBl6Y,3jZNkFBl6Y
sms,0,46:36.0,4,466e835c5ddbd99,f4234f3e4aa811c,19e2e,19e2e,Hgv1whRTy8,Hgv1whRTy8
sms,0,46:43.0,1,321fcc2d5e1b755,aaaf0e4bdec7311,19e2e,19e2e,G6RcN7ITIU,G6RcN7ITIU
sms,0,46:49.0,1,c68e1c3d55cfd18,93343ba6e41af95,19e2e,19e2e,9C2kuGliRa,9C2kuGliRa
sms,25,46:49.0,1,ee63df527f2d5a1,a6beba99fe842e9,19e2e,19e2e,EEV120eXq1,EEV120eXq1
data,0,46:52.0,_,8c280796453dfa0,5a4dc9e82deb309,19e2e,OTHER,955UPZQ91o,955UPZQ91o
